SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 10.0400, 1004, -0.02548803, 0.05115531, -0.78127193, 0.92248720, -1.23340201, -14.70958328, -184.15667725, -66.17948151, -24.40806770, -4.98381805, 6.57468653, 130.36338806, 0.41639265, 0.07021786, 0.01535111, -0.90633935, 0.14017782, 0.03511753, -0.20837611, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.0500, 1005, -0.02981117, 0.04694352, -0.75920475, 2.73543906, -2.54128337, -14.78450775, -184.15667725, -66.17948151, -24.40806770, -4.97313738, 6.53653717, 130.21734619, 0.41757491, 0.06989757, 0.01531770, -0.90582055, 0.14390571, 0.03926918, -0.23051736, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.0600, 1006, -0.03572644, 0.04642176, -0.74687731, 4.25056267, -2.37745309, -14.70265198, -185.09207153, -66.35486603, -24.43729782, -4.94713211, 6.50013590, 130.07199097, 0.41875955, 0.06953501, 0.01515801, -0.90530425, 0.14915903, 0.03944846, -0.24295068, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.0700, 1007, -0.04281502, 0.04481337, -0.74659538, 5.87536716, -1.80196905, -14.14090252, -185.15054321, -66.09178162, -25.92809105, -4.89739513, 6.42219353, 129.94445801, 0.41983941, 0.06875555, 0.01497640, -0.90486646, 0.15547253, 0.04040264, -0.24337746, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.0800, 1008, -0.04620701, 0.04898250, -0.76322937, 7.07229996, -1.49329662, -13.56507492, -186.20286560, -66.47179413, -26.10347748, -4.84170961, 6.39579582, 129.80972290, 0.42095068, 0.06836070, 0.01455402, -0.90438688, 0.15775765, 0.03527104, -0.22695129, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.0900, 1009, -0.04876786, 0.05050337, -0.78387892, 7.94512510, -1.96074367, -12.39354610, -185.85208130, -66.44255829, -24.32037354, -4.77588654, 6.36586332, 129.68711853, 0.42197335, 0.06789826, 0.01407295, -0.90395266, 0.15984365, 0.03268501, -0.20644523, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1000, 1010, -0.04889546, 0.05430886, -0.80759495, 8.42292690, -2.67625356, -11.08550739, -186.78749084, -65.85793304, -24.99269104, -4.70370531, 6.33003139, 129.57817078, 0.42289412, 0.06736331, 0.01357276, -0.90356988, 0.15940210, 0.02766750, -0.18289386, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1100, 1011, -0.04612525, 0.05679037, -0.83207732, 8.24731541, -3.72854519, -9.57154942, -186.78749084, -65.85793304, -24.99269104, -4.63144541, 6.28507948, 129.48526001, 0.42369264, 0.06675357, 0.01311635, -0.90324777, 0.15591626, 0.02393180, -0.15859397, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1200, 1012, -0.05016226, 0.06370166, -0.85951585, 7.18146753, -5.40237713, -7.92643166, -186.49517822, -65.50716400, -23.64805603, -4.56606817, 6.13338661, 129.43727112, 0.42418700, 0.06532405, 0.01313981, -0.90311986, 0.15860876, 0.01584878, -0.13139799, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1300, 1013, -0.05752585, 0.06445742, -0.87835127, 5.29582310, -5.93050671, -6.86192083, -190.52908325, -65.62408447, -24.78807259, -4.51992130, 6.06883287, 129.37319946, 0.42475107, 0.06465274, 0.01298109, -0.90290540, 0.16367596, 0.01416899, -0.11288530, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1400, 1014, -0.07292531, 0.06156036, -0.89848495, 2.73396039, -6.17698812, -5.83945799, -186.84594727, -65.56562042, -24.72961044, -4.49822474, 6.00266409, 129.31953430, 0.42521948, 0.06405807, 0.01302758, -0.90272659, 0.17792979, 0.01653996, -0.09291516, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1500, 1015, -0.08804419, 0.05795604, -0.89931399, 0.03023348, -4.89914274, -4.78218651, -187.92750549, -65.12715149, -24.37883568, -4.50251150, 5.95007372, 129.27546692, 0.42559078, 0.06366558, 0.01323372, -0.90257645, 0.19203761, 0.02006054, -0.09219939, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1600, 1016, -0.09176820, 0.05517048, -0.92305428, -2.67749357, -5.69676971, -3.92825270, -187.92750549, -65.12715149, -24.37883568, -4.53288269, 5.89019060, 129.24060059, 0.42587867, 0.06331178, 0.01367801, -0.90245885, 0.19478519, 0.02320585, -0.06853265, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1700, 1017, -0.08794556, 0.05232756, -0.95572835, -5.10611582, -6.82950115, -2.94378972, -187.75212097, -65.06869507, -24.37883568, -4.56246901, 5.64272785, 129.26370239, 0.42580453, 0.06147351, 0.01485100, -0.90260231, 0.18905139, 0.02674110, -0.03599901, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1800, 1018, -0.07685956, 0.04465411, -0.98541111, -7.57921982, -9.57712555, -2.18707705, -187.98596191, -65.94563293, -23.09266281, -4.63964796, 5.54551411, 129.24949646, 0.42592356, 0.06099796, 0.01581560, -0.90256214, 0.17417850, 0.03531808, -0.00662381, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.1900, 1019, -0.06966868, 0.04154565, -0.99242169, -9.71764946, -13.22434616, -0.96357417, -192.34141541, -63.75328827, -24.46652985, -4.73671150, 5.41292763, 129.25070190, 0.42592901, 0.06031619, 0.01707766, -0.90258229, 0.16489241, 0.04001038, 0.00031248, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2000, 1020, -0.06569932, 0.03623982, -0.99042118, -10.57639408, -15.78748512, 0.22402902, -189.88600159, -63.57789993, -24.17421722, -4.84103918, 5.25579309, 129.26618958, 0.42583153, 0.05946609, 0.01849634, -0.90265685, 0.15834236, 0.04711575, -0.00178254, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2100, 1021, -0.06003126, 0.02920370, -0.98751420, -10.98429966, -17.40858841, 1.60449886, -189.88600159, -63.57789993, -24.17421722, -4.94809723, 5.08371401, 129.29716492, 0.42561933, 0.05850550, 0.02000017, -0.90278757, 0.14977582, 0.05600934, -0.00479806, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2200, 1022, -0.05255950, 0.02646990, -0.99562544, -10.75015640, -17.84222794, 2.76315236, -189.65214539, -61.47325134, -23.38497543, -5.02199125, 4.83709335, 129.35356140, 0.42526206, 0.05682988, 0.02153374, -0.90302759, 0.13895875, 0.06045781, 0.00316548, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2300, 1023, -0.04220445, 0.02838779, -1.01707375, -10.14470387, -17.53173256, 3.76157165, -191.46447754, -61.85326004, -24.08652496, -5.11903811, 4.66578722, 129.40670776, 0.42488173, 0.05583178, 0.02296513, -0.90323371, 0.12466701, 0.05990946, 0.02439931, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2400, 1024, -0.02742948, 0.03498445, -1.04717672, -9.28894234, -17.66560173, 4.52163076, -188.16136169, -61.85326004, -23.20958710, -5.20704794, 4.49391842, 129.46783447, 0.42444393, 0.05479274, 0.02433024, -0.90346730, 0.10690449, 0.05491940, 0.05440266, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2500, 1025, -0.00587851, 0.05033837, -1.07653844, -8.07218742, -18.52939796, 4.75696898, -189.15521240, -62.23326492, -21.45571518, -5.28281784, 4.31375122, 129.53234863, 0.42399022, 0.05364086, 0.02563020, -0.90371352, 0.08229081, 0.04099419, 0.08365451, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2600, 1026, 0.02855882, 0.05537275, -1.13074911, -6.86371326, -19.92614937, 4.84081602, -189.15521240, -62.23326492, -21.45571518, -5.34653664, 4.11983061, 129.59919739, 0.42353091, 0.05233409, 0.02688603, -0.90396893, 0.04457666, 0.03716026, 0.13772956, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2700, 1027, 0.05096656, 0.06106653, -1.14796710, -6.06804419, -21.02612495, 4.46237135, -189.88600159, -61.15171051, -22.36188316, -5.38957071, 3.90704465, 129.66186523, 0.42312330, 0.05080182, 0.02804536, -0.90421206, 0.01861563, 0.03244281, 0.15478376, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2800, 1028, 0.05187260, 0.06863437, -1.16024780, -5.80261993, -20.67859459, 3.47338867, -189.06752014, -59.16398621, -23.29728127, -5.44399881, 3.70446157, 129.71609497, 0.42277211, 0.04939280, 0.02925133, -0.90441608, 0.01404624, 0.02569664, 0.16689217, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.2900, 1029, 0.05085623, 0.06511115, -1.17548776, -4.97503424, -19.15411758, 3.22305059, -192.77989197, -60.39169693, -23.96959877, -5.49057055, 3.51686168, 129.76652527, 0.42244673, 0.04807274, 0.03033670, -0.90460348, 0.01167623, 0.03009776, 0.18199691, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3000, 1030, 0.03459356, 0.06725769, -1.18199646, -4.14203358, -16.58539009, 2.76898217, -190.64601135, -60.15784836, -23.23881912, -5.52938080, 3.35443330, 129.81010437, 0.42216638, 0.04692344, 0.03126346, -0.90476316, 0.02494159, 0.02868883, 0.18839228, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3100, 1031, 0.01612448, 0.07148830, -1.19168782, -4.21546936, -13.62622547, 2.66075778, -191.23063660, -60.15784836, -22.21572685, -5.56925726, 3.22138214, 129.84982300, 0.42190152, 0.04601011, 0.03208738, -0.90490484, 0.04091337, 0.02514852, 0.19800387, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3200, 1032, -0.02003746, 0.07725095, -1.20235109, -4.49647474, -11.97853279, 2.64677286, -191.23063660, -58.87167358, -22.21572685, -5.60034752, 3.07442951, 129.89332581, 0.42161706, 0.04495310, 0.03289416, -0.90506154, 0.07482257, 0.02005003, 0.20860542, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3300, 1033, -0.05258209, 0.07244781, -1.21903801, -5.24901390, -12.79274178, 3.03469229, -190.35369873, -59.33937454, -23.47266769, -5.65059042, 2.95009327, 129.93612671, 0.42131975, 0.04414452, 0.03376750, -0.90520757, 0.10489100, 0.02554605, 0.22522685, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3400, 1034, -0.06112373, 0.06305981, -1.23563600, -5.88127708, -15.33922958, 4.01180696, -191.93217468, -58.05319977, -21.48494530, -5.70663595, 2.80142617, 129.99128723, 0.42093453, 0.04316084, 0.03478057, -0.90539593, 0.11102040, 0.03588036, 0.24179469, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3500, 1035, -0.05343460, 0.05862110, -1.24614167, -6.20131540, -18.39546967, 5.44707203, -191.66909790, -59.33937454, -21.74802589, -5.76521301, 2.62383842, 130.06396484, 0.42042428, 0.04195169, 0.03592571, -0.90564507, 0.10041876, 0.04133046, 0.25225967, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3600, 1036, -0.04538060, 0.05065367, -1.25238419, -6.86279583, -20.67057610, 7.14620447, -190.90908813, -57.76088715, -21.66033363, -5.82978868, 2.42540836, 130.15602112, 0.41976875, 0.04059217, 0.03720026, -0.90595961, 0.08901092, 0.05038400, 0.25845918, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3700, 1037, -0.02433234, 0.03676125, -1.24071717, -8.12954044, -21.35383415, 8.58763313, -190.90908813, -57.76088715, -21.66033363, -5.88974905, 2.20921278, 130.26144409, 0.41901767, 0.03906885, 0.03850583, -0.90631950, 0.06437496, 0.06546968, 0.24676338, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3800, 1038, -0.00984914, 0.03879077, -1.21412063, -9.35433578, -20.50226784, 9.06786728, -191.02601624, -57.41011429, -21.22186470, -5.97918749, 2.01466298, 130.37290955, 0.41819885, 0.03781974, 0.03996439, -0.90668750, 0.04626007, 0.06470504, 0.22015801, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3900, 1039, -0.00818010, 0.04246750, -1.19436157, -10.37117100, -18.25166321, 9.31614494, -192.13679504, -57.29319000, -23.00496864, -6.07913971, 1.84293866, 130.48478699, 0.41736302, 0.03678652, 0.04142031, -0.90704972, 0.04141888, 0.06270446, 0.20046359, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4000, 1040, -0.02199571, 0.01807636, -1.14777172, -10.77527809, -16.72567368, 9.64935493, -191.43525696, -56.29932785, -22.24495697, -6.18339252, 1.68694651, 130.59864807, 0.41650343, 0.03588990, 0.04285140, -0.90741426, 0.05242241, 0.08892481, 0.15397885, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4100, 1041, -0.02984509, 0.01821700, -1.11803484, -9.90570831, -16.52347755, 10.31206799, -191.93217468, -56.38702011, -22.50803757, -6.27906561, 1.53388464, 130.71914673, 0.41559324, 0.03498004, 0.04420400, -0.90780216, 0.05761933, 0.09050941, 0.12435152, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4200, 1042, -0.05580232, 0.02671597, -1.10021722, -8.08286572, -17.00693321, 11.40770721, -191.93217468, -56.38702011, -22.50803757, -6.32112360, 1.34308791, 130.84889221, 0.41464445, 0.03357083, 0.04526935, -0.90823662, 0.08074319, 0.08334089, 0.10660543, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4300, 1043, -0.09605864, 0.02325393, -1.06841290, -5.68335533, -17.62290955, 13.52698898, -193.24758911, -56.91318130, -23.94036865, -6.37457037, 1.18290317, 131.00285339, 0.41348523, 0.03243318, 0.04631779, -0.90875351, 0.11774901, 0.08744226, 0.07479564, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4400, 1044, -0.09583388, -0.00046136, -1.02834678, -2.50323749, -16.56569290, 16.30736732, -193.15989685, -57.11780167, -21.45571518, -6.39611912, 1.03642166, 131.18339539, 0.41211691, 0.03127576, 0.04706785, -0.90937680, 0.11484494, 0.11176021, 0.03474193, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4500, 1045, -0.08402661, 0.00235403, -1.00337601, 0.95851880, -14.20019150, 18.55653191, -195.79069519, -57.93627548, -22.62496376, -6.38313389, 0.91596305, 131.38363647, 0.41058767, 0.03019065, 0.04745179, -0.91008496, 0.10076092, 0.10893659, 0.00972921, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4600, 1046, -0.08719090, -0.00886877, -0.98026544, 5.65684319, -10.44636154, 21.16091728, -192.37065125, -55.86085892, -22.68342590, -6.32318926, 0.83557177, 131.60554504, 0.40887773, 0.02924605, 0.04732105, -0.91089213, 0.10223897, 0.11946058, -0.01348645, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4700, 1047, -0.08412182, -0.01262273, -0.98045146, 9.97706795, -6.64172602, 23.57665825, -192.37065125, -55.86085892, -22.68342590, -6.17365026, 0.75585145, 131.84136963, 0.40707609, 0.02798334, 0.04647496, -0.91178179, 0.09805372, 0.12147067, -0.01350887, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4800, 1048, -0.07535777, -0.02028953, -0.98119193, 13.49523354, -3.49482036, 26.00001907, -192.42910767, -56.62086868, -21.30955887, -6.03526783, 0.74875742, 132.10365295, 0.40502471, 0.02733132, 0.04546177, -0.91276574, 0.08842030, 0.12636288, -0.01308028, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4900, 1049, -0.02578985, -0.03382198, -0.98615980, 16.30169487, 0.49638942, 27.80048943, -192.45834351, -56.76702499, -24.17421722, -5.86857796, 0.78252834, 132.37965393, 0.40284956, 0.02690497, 0.04407935, -0.91380823, 0.03917500, 0.13717321, -0.00839471, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5000, 1050, -0.00080108, -0.02997125, -0.99481982, 17.67200089, 3.51539946, 28.10394096, -192.83834839, -56.09470749, -23.56036186, -5.68794918, 0.84580106, 132.65576172, 0.40066171, 0.02667210, 0.04248045, -0.91485208, 0.01509916, 0.13025150, -0.00003628, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5100, 1051, 0.00512875, -0.04110395, -0.99968177, 18.16221428, 7.70321703, 28.54346085, -191.69833374, -57.32241821, -24.02806091, -5.50200605, 0.95029372, 132.93237305, 0.39845181, 0.02675779, 0.04069461, -0.91589528, 0.01072259, 0.13817567, 0.00453113, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5200, 1052, -0.00334614, -0.05666235, -0.98762822, 16.58123779, 12.67703915, 28.12252998, -191.69833374, -57.32241821, -24.02806091, -5.28782845, 1.09516847, 133.18635559, 0.39641193, 0.02708529, 0.03853808, -0.91686362, 0.02149935, 0.15045513, -0.00779720, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5300, 1053, -0.01020111, -0.05982644, -0.96497494, 13.83637524, 18.39108086, 27.51556396, -193.65682983, -56.15317154, -23.32651329, -5.14409304, 1.30332398, 133.44372559, 0.39430290, 0.02817053, 0.03672973, -0.91781402, 0.03154207, 0.15036419, -0.03068859, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5400, 1054, -0.01455468, -0.05526264, -0.95636326, 10.73124504, 21.77885437, 26.47484970, -191.28909302, -56.18240356, -24.40806770, -5.03072071, 1.54372036, 133.68820190, 0.39227659, 0.02963031, 0.03505572, -0.91870147, 0.03988861, 0.14361061, -0.03940343, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5500, 1055, -0.03291823, -0.04331465, -0.93396944, 7.06609678, 23.44373512, 25.15469933, -194.70915222, -55.77316666, -23.88190651, -4.95334864, 1.79914713, 133.91851807, 0.39034790, 0.03134469, 0.03362156, -0.91951925, 0.06264055, 0.13007680, -0.06181530, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5600, 1056, -0.03647981, -0.04307489, -0.92176622, 3.24605989, 23.58587456, 24.09834671, -189.68138123, -55.56854630, -25.81116676, -4.91349649, 2.05484629, 134.13845825, 0.38849041, 0.03319721, 0.03249165, -0.92028111, 0.07066759, 0.12888539, -0.07395771, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5700, 1057, -0.04381535, -0.03239537, -0.88850451, -0.37233803, 23.17607307, 22.66186523, -189.82752991, -55.97778320, -25.16807938, -4.87553787, 2.27779818, 134.34002686, 0.38679150, 0.03480250, 0.03148941, -0.92097211, 0.08229727, 0.11775266, -0.10710189, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5800, 1058, -0.06004885, -0.01679946, -0.86132199, -3.80690575, 20.83307648, 21.02408600, -189.82752991, -55.97778320, -25.16807938, -4.90560198, 2.50328755, 134.53190613, 0.38514611, 0.03666294, 0.03102822, -0.92160487, 0.10227604, 0.10200765, -0.13414541, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5900, 1059, -0.07782470, -0.01206162, -0.84010130, -6.31758642, 18.63800621, 19.89035797, -190.06138611, -56.65010071, -27.27272606, -4.96048975, 2.70607567, 134.71424866, 0.38357550, 0.03842794, 0.03084616, -0.92219400, 0.12374196, 0.09804980, -0.15513569, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6000, 1060, -0.07993090, -0.00642186, -0.82790124, -9.63501740, 15.02152157, 18.57268143, -190.03215027, -55.83162689, -26.42502213, -5.04846096, 2.87191749, 134.88638306, 0.38208789, 0.04000919, 0.03105635, -0.92273700, 0.12897806, 0.09372679, -0.16707182, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6100, 1061, -0.07198368, 0.00674685, -0.81164056, -11.51228333, 12.09960365, 17.22691727, -189.73983765, -56.06547546, -26.33732796, -5.15532112, 3.00775003, 135.04743958, 0.38069239, 0.04141391, 0.03151969, -0.92323601, 0.12360774, 0.08227503, -0.18305004, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6200, 1062, -0.08723697, 0.01932246, -0.78798151, -12.94605732, 8.25725269, 15.91036987, -188.51213074, -55.62701035, -27.50657654, -5.26070786, 3.06249523, 135.20422363, 0.37936547, 0.04216054, 0.03224355, -0.92372328, 0.14061809, 0.07165184, -0.20643993, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6300, 1063, -0.09241703, 0.02594682, -0.76986223, -13.43415833, 5.55501175, 15.03255272, -188.51213074, -55.62701035, -27.50657654, -5.38722038, 3.13175225, 135.34896851, 0.37811914, 0.04309526, 0.03308715, -0.92416120, 0.14665920, 0.06696951, -0.22433291, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6400, 1064, -0.10055984, 0.03117235, -0.75251687, -13.92575264, 2.96048141, 14.33173943, -189.88600159, -54.34083557, -26.48348427, -5.51876974, 3.17484117, 135.48904419, 0.37691888, 0.04383482, 0.03405858, -0.92458141, 0.15569495, 0.06399011, -0.24141663, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6500, 1065, -0.10112295, 0.03524499, -0.74567223, -13.63644600, 1.21945500, 13.73254871, -189.30137634, -53.63928604, -27.65273285, -5.64758587, 3.20033813, 135.62475586, 0.37576172, 0.04442248, 0.03506612, -0.92498660, 0.15681121, 0.06217881, -0.24801135, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6600, 1066, -0.10170498, 0.03416051, -0.73905253, -12.97120380, -0.18450776, 13.05132103, -189.09675598, -53.08389282, -26.77579689, -5.77001190, 3.21148634, 135.75500488, 0.37465686, 0.04487281, 0.03606855, -0.92537439, 0.15767485, 0.06542978, -0.25440049, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6700, 1067, -0.10183338, 0.03155482, -0.75412685, -12.01781178, -2.40384150, 12.28036785, -188.42443848, -52.73311996, -26.27886581, -5.86723995, 3.14715290, 135.88796997, 0.37357712, 0.04462875, 0.03711732, -0.92578119, 0.15752938, 0.06999522, -0.23914312, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6800, 1068, -0.10631870, 0.02714301, -0.75842309, -11.00158024, -4.40812922, 11.79316235, -188.42443848, -52.73311996, -26.27886581, -5.97058725, 3.11546898, 136.00999451, 0.37256688, 0.04466943, 0.03810384, -0.92614621, 0.16089675, 0.07605789, -0.23473887, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6900, 1069, -0.10869712, 0.02898369, -0.77152056, -10.10556412, -6.39551163, 11.23722076, -192.60449219, -52.87927628, -27.50657654, -6.06524706, 3.06364727, 136.12863159, 0.37159765, 0.04451841, 0.03908467, -0.92650193, 0.16248995, 0.07591999, -0.22150584, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7000, 1070, -0.10794762, 0.03259155, -0.79353881, -9.20671654, -8.38477230, 10.43680286, -188.51213074, -52.70388794, -27.12657166, -6.15135336, 2.99138236, 136.24148560, 0.37068906, 0.04417459, 0.04006036, -0.92684060, 0.16061744, 0.07386765, -0.19938226, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7100, 1071, -0.11382981, 0.02894160, -0.80592090, -8.48780727, -9.57909393, 9.34091854, -192.28295898, -52.85004425, -27.24349594, -6.23091364, 2.90622377, 136.34481812, 0.36986703, 0.04370699, 0.04102067, -0.92714912, 0.16510206, 0.07894725, -0.18691894, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7200, 1072, -0.12789243, 0.02340589, -0.82699525, -8.10455990, -9.96098423, 7.96835375, -189.15521240, -51.41771317, -27.65273285, -6.27691555, 2.73497248, 136.44470215, 0.36913079, 0.04243483, 0.04198640, -0.92745835, 0.17726560, 0.08570356, -0.16580701, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7300, 1073, -0.13741973, 0.02406529, -0.85380453, -7.57371807, -9.75774479, 6.57301998, -189.15521240, -51.41771317, -27.65273285, -6.34907913, 2.64521289, 136.52082825, 0.36853474, 0.04191309, 0.04288933, -0.92767775, 0.18414214, 0.08593942, -0.13902766, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7400, 1074, -0.13485742, 0.02423392, -0.89590877, -7.01572466, -9.02258682, 5.18937349, -189.30137634, -51.30078888, -26.33732796, -6.41643381, 2.56131506, 136.58250427, 0.36805499, 0.04142769, 0.04372845, -0.92785084, 0.18009286, 0.08697072, -0.09685855, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7500, 1075, -0.11679539, 0.02911191, -0.93248224, -6.17041874, -8.14221954, 4.15640688, -190.55831909, -52.00233841, -29.66968727, -6.47591496, 2.48507404, 136.63299561, 0.36766490, 0.04098244, 0.04447454, -0.92798978, 0.16064905, 0.08319224, -0.06022334, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7600, 1076, -0.08834975, 0.03696053, -0.96779251, -4.86254883, -7.15317249, 3.28021455, -189.27214050, -51.33002090, -26.19117165, -6.52279902, 2.41771460, 136.67372131, 0.36735404, 0.04057189, 0.04508609, -0.92810148, 0.13095781, 0.07624590, -0.02486487, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7700, 1077, -0.05766704, 0.04606759, -1.00405610, -3.08819079, -6.33909273, 2.55445337, -187.81057739, -51.71002579, -25.84039688, -6.46340561, 2.22226048, 136.70854187, 0.36719501, 0.03878611, 0.04524714, -0.92823279, 0.09860191, 0.06738868, 0.01135768, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7800, 1078, -0.04220439, 0.05760166, -1.03349674, -1.42303860, -5.09991837, 1.82135785, -187.81057739, -51.71002579, -25.84039688, -6.47672081, 2.17364025, 136.73240662, 0.36702248, 0.03842579, 0.04551966, -0.92830271, 0.08043571, 0.05504519, 0.04059753, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7900, 1079, -0.03767007, 0.06336629, -1.05359447, -0.31211475, -3.57961464, 0.94072270, -188.74597168, -50.16077042, -28.00350761, -6.47933674, 2.13913369, 136.74578857, 0.36693099, 0.03814954, 0.04565644, -0.92834365, 0.07518807, 0.04939276, 0.06068069, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8000, 1080, -0.02911226, 0.07391904, -1.07523143, 0.23405053, -1.10370970, 0.03238633, -188.57058716, -50.65770340, -27.06810760, -6.47693777, 2.12820363, 136.74736023, 0.36692476, 0.03805276, 0.04567271, -0.92834926, 0.06627441, 0.03882439, 0.08230254, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8100, 1081, -0.01792145, 0.08414017, -1.09904766, 0.35164261, 2.50500298, -0.95289594, -194.35836792, -49.78076553, -27.65273285, -6.47388172, 2.15201855, 136.73504639, 0.36701313, 0.03824064, 0.04556718, -0.92831177, 0.05526572, 0.02854972, 0.10611946, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8200, 1082, -0.00678802, 0.09142137, -1.11924887, 0.50424618, 5.99050665, -1.83638167, -191.43525696, -50.80385971, -28.26658821, -6.44722271, 2.18369722, 136.70843506, 0.36722136, 0.03842219, 0.04524028, -0.92823792, 0.04480679, 0.02111834, 0.12632944, 0.00000000, 0.00000000, 0.00000000, 0.00000000
